Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
23999633,Deeds of Honor,Elizabeth Moon,"Moon, Elizabeth",,,,3,4.33,"Jabberwocky Literary Agency, Inc.",Kindle Edition,153,2014,2014,2017/06/25,2017/04/06,,,read,,,,1,,,0,,,,,,"2017-06-25,2017-06-25",Fantasy|30;Short Stories|5;Anthologies|5;Fiction|4;Science Fiction Fantasy|2
18136725,"Damnation (Theirs Not to Reason Why, #5)",Jean Johnson,"Johnson, Jean",,,,2,4.2,Ace,ebook,386,2014,2014,2017/09/13,2017/09/11,,,read,,,,1,,,0,,,,,,"2017-09-11,2017-09-13","Science Fiction|79;Space,Space Opera|28;War,Military Fiction|26"
21418011,"Hardship (Theirs Not to Reason Why, #4)",Jean Johnson,"Johnson, Jean",,,,3,4.16,Ace,Kindle Edition,320,2014,2014,2017/09/12,2017/09/11,,,read,,,,1,,,0,,,,,,"2017-09-11,2017-09-12","Science Fiction|93;War,Military Fiction|30;Space,Space Opera|25;Science Fiction,Military Science Fiction|11"
15781698,"Hellfire (Theirs Not to Reason Why, #3)",Jean Johnson,"Johnson, Jean",,0425256502,9780425256503,3,4.11,Ace Books,Mass Market Paperback,480,2013,2013,2017/09/11,2017/09/10,,,read,,,,1,,,0,,,,,,"2017-09-10,2017-09-11","Science Fiction|104;War,Military Fiction|39;Space,Space Opera|27;Space|17"
12476223,"An Officer's Duty (Theirs Not to Reason Why, #2)",Jean Johnson,"Johnson, Jean",,,,3,4.13,Ace,Kindle Edition,448,2012,2012,2017/09/10,2017/09/10,,,read,,,,1,,,0,,,,,,"2017-09-09,2017-09-10","Science Fiction|142;War,Military Fiction|46;Space,Space Opera|31;Space|19;Fantasy,Paranormal|17"
10814635,"A Soldier's Duty (Theirs Not to Reason Why, #1)",Jean Johnson,"Johnson, Jean",,0441020631,9780441020638,2,3.98,Ace,Mass Market Paperback,432,2011,2011,2017/09/09,2017/09/08,,,read,,,,1,,,0,,,,,,"2017-09-08,2017-09-09","Science Fiction|234;War,Military Fiction|65;Space,Space Opera|60;Space|32"
677285,Ignition!: An informal history of liquid rocket propellants,John Drury Clark,"Clark, John Drury",,0813507251,9780813507255,0,4.19,Rutgers University Press,Unknown Binding,214,1972,1972,2013/01/01,2017/09/01,,,read,,,,1,,,0,,,,,,",2013-01-01","Science|90;Nonfiction|57;History|35;Space|25;Science,Engineering|19"
35895883,"Penric's Fox (Penric and Desdemona, #5)",Lois McMaster Bujold,"Bujold, Lois McMaster",,,,4,4.22,"Spectrum Literary Agency, Inc",ebook,113,2017,2017,2017/08/24,2017/08/24,,,read,,,,1,,,0,,,,,,"2017-08-24,2017-08-24",Fantasy|287;Novella|39;Fiction|28;Mystery|15
33296298,"Age of Assassins (The Wounded Kingdom, #1)",R.J.  Barker,"Barker, R.J.",,0316466492,9780316466493,0,3.97,Orbit,Paperback,408,2017,2017,,2017/07/31,to-read,to-read (#31),to-read,,,,0,,,0,,,,,,,"Fantasy|263;Fiction|21;Fantasy,Epic Fantasy|11"
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,,,4,4.35,Orbit,Paperback,416,2017,2017,2017/08/22,2017/08/22,,,read,,,,1,,,0,,,,,,"2017-08-19,2017-08-22","Fantasy|2382;Fiction|551;Science Fiction|464;Science Fiction,Dystopia|150"
23594693,A Meeting with Medusa / Green Mars,Arthur C. Clarke,"Clarke, Arthur C.",Kim Stanley Robinson,,,3,3.66,,,,1988,1988,2017/02/08,2017/02/08,,,read,,,,1,,,0,,,,,,",2017-02-08",Science Fiction|79;Fiction|15;Short Stories|12
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,,,4,4.31,Orbit,Paperback,410,2016,2016,2017/08/19,2017/08/18,,,read,,,,1,,,0,,,,,,"2017-08-18,2017-08-19","Fantasy|3076;Fiction|660;Science Fiction|548;Science Fiction,Dystopia|206"
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,,,5,4.3,Orbit,Paperback,468,2015,2015,2017/08/18,2015/12/17,,,read,,,,1,,,0,,,,,,"2017-08-16,2017-08-18","Fantasy|6764;Fiction|1495;Science Fiction|1134;Science Fiction,Dystopia|526"
1491133,"Die Stadt der Träumenden Bücher (Zamonien, #4)",Walter Moers,"Moers, Walter",,3492045499,9783492045490,0,4.37,Piper,Hardcover,456,2004,2004,,2017/08/15,,,read,,,,1,,,0,,,,,,,"Fantasy|994;Fiction|257;Writing,Books About Books|140;European Literature,German Literature|87;Humor|78"
296044,"Rumo & Die Wunder im Dunkeln (Zamonien, #3)",Walter Moers,"Moers, Walter",,3492045480,9783492045483,0,4.48,Piper Verlag GmbH,Hardcover,693,2003,2003,,2017/08/15,,,read,,,,1,,,0,,,,,,,"Fantasy|473;Fiction|84;Humor|43;European Literature,German Literature|34"
1032915,"Ensel und Krete: Ein Märchen aus Zamonien (Zamonien, #2)",Walter Moers,"Moers, Walter",,3821829494,9783821829494,0,3.71,Eichborn,Hardcover,255,2000,2000,,2017/08/15,,,read,,,,1,,,0,,,,,,,"Fantasy|254;European Literature,German Literature|35;Fiction|30;Humor|21"
2214586,"Die 13½ Leben des Käpt'n Blaubär (Zamonien, #1)",Walter Moers,"Moers, Walter",,3821829699,9783821829692,0,4.24,Eichborn Verlag,Hardcover,702,1999,1999,,2017/08/15,,,read,,,,1,,,0,,,,,,,"Fantasy|900;Fiction|274;Humor|144;Young Adult|89;European Literature,German Literature|80"
34153598,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",,,,4,4.38,Worldbuilders Press,Kindle Edition,311,2017,2017,2017/08/08,2017/08/07,,,read,,,,1,,,0,,,,,,"2017-08-07,2017-08-08",Science Fiction|519;Fiction|144;Audiobook|141
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",Sébastien Baert,,,4,4.29,Worldbuilders Press,Kindle Edition,383,2016,2016,2017/08/07,2017/04/05,,,read,,,,1,,,0,,,,,,"2017-08-06,2017-08-07",Science Fiction|913;Fiction|302;Audiobook|241
24596335,The Wonderful Wizard of Oz,L. Frank Baum,"Baum, L. Frank",Evan Dahm,,,0,3.99,Make That Thing,Hardcover,192,2015,1900,2017/08/06,2017/08/05,,,read,,,,1,,,0,,,,,,"2017-08-05,2017-08-06",Classics|7024;Fantasy|5600;Fiction|2477;Childrens|1951
9265453,Embassytown,China Miéville,"Miéville, China",,0345524497,9780345524492,5,3.88,Del Rey,Hardcover,345,2011,2011,2017/08/03,2017/08/01,,,read,,,,1,,,0,,,,,,"2017-08-01,2017-08-03",Science Fiction|1222;Fiction|538;Fantasy|305
28525188,"Columbus Day (Expeditionary Force, #1)",Craig Alanson,"Alanson, Craig",,,,0,4.26,,Kindle Edition,494,2016,2016,,2017/08/03,to-read,to-read (#32),to-read,,,,0,,,0,,,,,,,Science Fiction|214;Fiction|51;Audiobook|49
17383866,"Promise of Blood (Powder Mage, #1)",Brian  McClellan,"McClellan, Brian",,,,3,4.14,Orbit,Kindle Edition,560,2013,2013,2017/05/15,2017/03/17,,,read,,,,1,,,0,,,,,,",2017-05-15","Fantasy|2996;Fiction|247;Fantasy,Epic Fantasy|221;Fantasy,High Fantasy|115;Science Fiction,Steampunk|110"
32063117,"The Delirium Brief (Laundry Files, #8)",Charles Stross,"Stross, Charles",,,,3,4.27,Tor.com,Kindle Edition,384,2017,2017,2017/07/31,2017/07/31,,,read,,,,1,,,0,,,,,,"2017-07-31,2017-07-31","Horror|106;Fantasy|100;Fantasy,Urban Fantasy|83;Science Fiction|60;Fiction|38"
24683898,"The Death of Dulgath (The Riyria Chronicles, #3)",Michael J. Sullivan,"Sullivan, Michael J.",,1943363005,9781943363001,3,4.38,"Riyria Enterprises, LLC",Paperback,448,2015,2015,2017/07/27,2017/07/24,,,read,,,,1,,,0,,,,,,"2017-07-24,2017-07-27","Fantasy|789;Fiction|58;Fantasy,Epic Fantasy|48;Audiobook|41"
17163514,"The Rose and the Thorn (The Riyria Chronicles, #2)",Michael J. Sullivan,"Sullivan, Michael J.",,0356502287,9780356502281,2,4.4,Orbit,Paperback,347,2013,2013,2017/07/24,2017/07/24,,,read,,,,1,,,0,,,,,,"2017-07-23,2017-07-24","Fantasy|1132;Fiction|102;Fantasy,Epic Fantasy|75;Audiobook|53;Adventure|52"
16043804,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,031624371X,9780316243711,3,4.33,Orbit,Paperback,384,2013,2013,2017/07/23,2017/05/19,,,read,,,,1,,,0,,,,,,"2017-07-20,2017-07-23","Fantasy|1927;Fiction|154;Fantasy,Epic Fantasy|133;Adventure|96"
11100431,"Heir of Novron (The Riyria Revelations, #5-6)",Michael J. Sullivan,"Sullivan, Michael J.",,0316187712,9780316187718,3,4.49,Orbit,Paperback,932,2012,2012,2017/07/10,2017/07/04,,,read,,,,2,,,0,,,,,,"2017-07-04,2017-07-10","Fantasy|1837;Fantasy,Epic Fantasy|141;Fiction|125;Adventure|82;Audiobook|77"
10790277,"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan,"Sullivan, Michael J.",,0316187704,9780316187701,3,4.37,Orbit,Paperback,786,2011,2010,2017/07/04,2017/07/02,,,read,,,,2,,,0,,,,,,"2017-07-02,2017-07-04","Fantasy|2044;Fantasy,Epic Fantasy|153;Fiction|136;Adventure|93;Audiobook|86"
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,0316187747,9780316187749,2,4.22,Orbit,Paperback,649,2011,2011,2017/07/02,2017/07/02,,,read,,,,2,,,0,,,,,,"2017-06-30,2017-07-02","Fantasy|3690;Fiction|287;Fantasy,Epic Fantasy|252;Fantasy,High Fantasy|161;Adventure|154"
28589297,Unsong,Scott   Alexander,"Alexander, Scott",,,,5,4.41,,ebook,658,2017,2017,2017/06/29,2017/06/29,,,read,,,,1,,,0,,,,,,"2017-06-28,2017-06-29","Fiction|37;Fantasy|34;Science Fiction|8;Science Fiction,Alternate History|5"
31939020,Convergence (Foreigner #18),C.J. Cherryh,"Cherryh, C.J.",,,,4,4.24,DAW,Kindle Edition,336,2017,2017,2017/06/24,2017/06/24,,,read,,,,1,,,0,,,,,,"2017-06-23,2017-06-24","Science Fiction|42;Fiction|12;Science Fiction,Aliens|7;Space,Space Opera|6"
26157017,Occupy Me,Tricia Sullivan,"Sullivan, Tricia",,1473212960,9781473212961,3,3.23,Gollancz,Paperback,266,2016,2016,2017/06/19,2017/06/19,,,read,,,,1,,,0,,,,,,"2017-06-19,2017-06-19",Science Fiction|36;Fantasy|18;Fiction|14
35230706,Gravity's Kiss: The Detection of Gravitational Waves (MIT Press),Harry Collins,"Collins, Harry",,,,3,3.17,The MIT Press,Kindle Edition,415,2017,,2017/06/17,2017/06/16,,,read,,,,1,,,0,,,,,,"2017-06-16,2017-06-17","Science|7;Nonfiction|3;Science,Physics|3;Science,Astronomy|2"
35448139,Xendra,Diane Lynn Castle,"Castle, Diane Lynn",,,,4,4.5,,ebook,2000,2017,,,2017/06/16,,,read,,,,1,,,0,,,,,,,
35248249,Hermione Granger and the Boy Who Lived,Diane Lynn Castle,"Castle, Diane Lynn",,,,3,4.33,,ebook,2500,2016,2016,2017/06/11,2017/06/03,,,read,,,,1,,,0,,,,,,"2017-06-02,2017-06-11",
6115136,Rice Boy,Evan Dahm,"Dahm, Evan",,,9781607021339,5,4.38,ComiXpress,Paperback,548,2008,2007,,2017/05/31,,,read,,,,1,,,0,,,,,,,"Sequential Art,Comics|92;Sequential Art,Graphic Novels|67;Fantasy|54;Sequential Art,Webcomic|23;Fiction|16"
845720,Scorpion God,William Golding,"Golding, William",Pincher Martin,0156796589,9780156796583,0,3.36,Harvest Books,Paperback,178,1984,1971,,2017/06/02,to-read,to-read (#30),to-read,,,,0,,,0,,,,,,,"Fiction|25;Historical,Historical Fiction|10;Short Stories|7;Literature|6;Classics|6;Nobel Prize|3"
35248171,Cross Purposes,Diane Lynn Castle,"Castle, Diane Lynn",,,,4,4.5,,ebook,800,2016,,2017/06/02,2017/05/28,,,read,,,,2,,,0,,,,,,",2015-09-25;2017-06-01,2017-06-02",
2078937,"Death of a Citizen (Matt Helm, #1)",Donald Hamilton,"Hamilton, Donald",,,,0,3.9,Gold Medal Books,Paperback,142,1960,1960,,2017/06/01,to-read,to-read (#29),to-read,,,,0,,,0,,,,,,,"Thriller|29;Mystery|14;Spy Thriller,Espionage|14;Action|12;Fiction|7"
32855427,Vattu: The Sword & the Sacrament,Evan Dahm,"Dahm, Evan",,,,5,4.42,,Paperback,312,2016,,,2017/05/31,,,read,,,,1,,,0,,,,,,,"Sequential Art,Comics|13;Fantasy|10;Sequential Art,Graphic Novels|4;Sequential Art,Webcomic|2"
20555289,Vattu: The Name & the Mark,Evan Dahm,"Dahm, Evan",,,,5,4.38,,Paperback,280,2013,2013,,2017/05/31,,,read,,,,1,,,0,,,,,,,"Sequential Art,Comics|26;Sequential Art,Graphic Novels|24;Fantasy|17;Sequential Art,Webcomic|14;Fiction|5"
15644581,Order of Tales,Evan Dahm,"Dahm, Evan",,,,5,4.25,,Paperback,792,2012,2012,,2017/05/31,,,read,,,,1,,,0,,,,,,,"Sequential Art,Comics|21;Fantasy|15;Sequential Art,Graphic Novels|15;Sequential Art,Webcomic|10;Fiction|4;Comics,Comic Book|3"
13235961,Jack Glass,Adam Roberts,"Roberts, Adam",,0575127627,9780575127623,0,3.71,Gollancz,Hardcover,373,2012,2012,,2017/05/29,to-read,to-read (#28),to-read,,,,0,,,0,,,,,,,"Science Fiction|185;Mystery|93;Fiction|51;Mystery,Crime|29;Fantasy|19"
23848137,"Made to Kill (Ray Electromatic Mysteries, #1)",Adam Christopher,"Christopher, Adam",,076537918X,9780765379184,0,3.36,Tor Books,Hardcover,237,2015,2015,,2017/05/29,to-read,to-read (#27),to-read,,,,0,,,0,,,,,,,"Science Fiction|97;Mystery|68;Fiction|42;Mystery,Crime|25;Mystery,Noir|22"
35240134,The League of Extraordinary Women,Diane Lynn Castle,"Castle, Diane Lynn",,,,0,5,,ebook,500,2012,2012,2015/09/20,2017/05/28,,,read,,,,1,,,0,,,,,,",2015-09-20",
32033295,Infinity Engine (Transformation #3),Neal Asher,"Asher, Neal",,,,3,4.4,Pan,Kindle Edition,576,2017,2017,2017/05/23,2017/05/19,,,read,,,,1,,,0,,,,,,"2017-05-19,2017-05-23","Science Fiction|70;Space,Space Opera|15;Fiction|12"
11578315,Sturz der Marionetten,Adam-Troy Castro,"Castro, Adam-Troy",Frauke Meier,383870214X,9783838702148,5,3.64,Bastei L?bbe,ebook,432,2010,2010,2012/01/01,2015/08/27,,,read,,,,1,,,0,,,,,,",2012-01-01",Science Fiction|3
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,,,0,4.22,HarperCollins Publishers,Paperback,206,2005,1950,,2017/05/19,,,read,,,,1,,,0,,,,,,,Fantasy|21750;Classics|8068;Fiction|6331;Young Adult|4249;Childrens|3333
24363267,The Autumn Republic (Powder Mage #3),Brian  McClellan,"McClellan, Brian",,,,3,4.37,Orbit,Kindle Edition,585,2015,2015,2017/05/19,2017/05/18,,,read,,,,1,,,0,,,,,,"2017-05-18,2017-05-19","Fantasy|1116;Fantasy,Epic Fantasy|101;Fiction|85;Fantasy,Magic|32"
17608111,"The Crimson Campaign (Powder Mage, #2)",Brian  McClellan,"McClellan, Brian",,0356502023,9780356502021,3,4.36,Orbit,Hardcover,596,2014,2014,2017/05/17,2017/05/17,,,read,,,,1,,,0,,,,,,"2017-05-15,2017-05-17","Fantasy|1346;Fantasy,Epic Fantasy|119;Fiction|98;Fantasy,High Fantasy|45;War,Military Fiction|45"
25791216,"Penric's Demon (Penric and Desdemona, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,,,5,4.2,,Kindle Edition,109,2015,2015,2016/04/25,2016/04/25,favorites,favorites (#3),read,,,,1,,,0,,,,,,",2016-04-25",Fantasy|630;Novella|73;Fiction|61
34348998,"Mira's Last Dance (Penric and Desdemona, #4)",Lois McMaster Bujold,"Bujold, Lois McMaster",,,,4,4.23,"Spectrum Literary Agency, Inc",Kindle Edition,87,2017,2017,2017/05/05,2017/05/05,,,read,,,,1,,,0,,,,,,"2017-05-05,2017-05-05",Fantasy|288;Novella|43;Fiction|30
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,,9780765397522,5,4.15,Tor.com,ebook,144,2017,2017,2017/05/04,2017/04/27,,,read,,,,1,,,0,,,,,,"2017-05-04,2017-05-04",Science Fiction|1668;Fiction|499;Novella|349
32858701,"Penric’s Mission (Penric and Desdemona, #3)",Lois McMaster Bujold,"Bujold, Lois McMaster",,,,4,4.32,"Spectrum Literary Agency, Inc",Kindle Edition,264,2016,2016,2017/05/05,2017/05/05,,,read,,,,1,,,0,,,,,,"2017-05-04,2017-05-05",Fantasy|346;Novella|53;Fiction|30
18190723,"The Causal Angel (Jean le Flambeur, #3)",Hannu Rajaniemi,"Rajaniemi, Hannu",,0575088974,9780575088979,4,4.21,Gollancz,Paperback,292,2014,2014,2017/05/04,2014/08/04,,,read,,,,1,,,0,,,,,,"2017-05-03,2017-05-04","Science Fiction|168;Fiction|51;Space,Space Opera|20;Science Fiction,Cyberpunk|19"
12074927,"The Fractal Prince (Jean le Flambeur, #2)",Hannu Rajaniemi,"Rajaniemi, Hannu",,,,4,4.05,Tor Books,Kindle Edition,320,2012,2012,2017/05/03,2015/08/18,,,read,,,"Not sure about the rating (too long ago), problem for me was the too human-basic personality of the supposedly superintelligent personas.",2,,,0,,,,,,",2013-01-01;2017-05-02,2017-05-03","Science Fiction|311;Fiction|88;Science Fiction,Cyberpunk|30"
9509277,The Quantum Thief (Jean le Flambeur #1),Hannu Rajaniemi,"Rajaniemi, Hannu",,,,4,3.83,Gollancz,Kindle Edition,332,2010,2010,2017/05/02,2015/08/18,,,read,,,,2,,,0,,,,,,",2013-01-01;2017-05-01,2017-05-02",Science Fiction|1012;Fiction|294
19166694,Behemoth,Peter Watts,"Watts, Peter",,,,4,3.72,,Kindle Edition,451,2013,2007,2010/01/01,2015/08/18,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|3
25295588,Contact Us (Jake Corby #1),Al Macy,"Macy, Al",,1503366707,9781503366701,0,3.87,Createspace Independent Publishing Platform,Paperback,287,2015,2015,,2017/04/29,to-read,to-read (#26),to-read,,,,0,,,0,,,,,,,"Science Fiction|15;Business,Amazon|4"
29939037,"Skullsworn (Chronicle of the Unhewn Throne, #4)",Brian Staveley,"Staveley, Brian",,0765389878,9780765389879,4,4.09,Tor Books,Hardcover,320,2017,2017,2017/04/29,2017/04/29,,,read,,,,1,,,0,,,,,,"2017-04-29,2017-04-29","Fantasy|392;Fiction|32;Fantasy,Epic Fantasy|21;Adult|15"
17910124,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,"Staveley, Brian",,0765336405,9780765336408,3,4.1,Tor Books,Hardcover,480,2014,2014,2017/04/26,2017/04/28,,,read,,,,1,,,0,,,,,,"2017-04-25,2017-04-26","Fantasy|2617;Fantasy,Epic Fantasy|232;Fiction|171;Fantasy,High Fantasy|157"
20753341,"The Last Mortal Bond (Chronicle of the Unhewn Throne, #3)",Brian Staveley,"Staveley, Brian",,,,4,4.07,Tor Books,Kindle Edition,897,2016,2016,2017/04/28,2017/04/27,,,read,,,,1,,,0,,,,,,"2017-04-27,2017-04-28","Fantasy|803;Fantasy,Epic Fantasy|72;Fiction|62;Fantasy,High Fantasy|37"
16344,"Dumb Witness (Hercule Poirot, #16)",Agatha Christie,"Christie, Agatha",,0007120796,9780007120796,0,3.85,HarperCollins,Paperback,411,2002,1937,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1119;Fiction|299;Mystery,Crime|288;Mystery,Detective|116"
215492,"Lord Edgware Dies (Hercule Poirot, #9)",Agatha Christie,"Christie, Agatha",,0002314576,9780002314572,0,3.91,Collins for the Crime Club,Paperback,260,1977,1933,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1384;Mystery,Crime|365;Fiction|342;Classics|162;Mystery,Detective|135"
16342,"Cat Among the Pigeons (Hercule Poirot, #34)",Agatha Christie,"Christie, Agatha",,0425205967,9780425205969,0,3.83,Berkley,Paperback,352,2005,1959,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1392;Fiction|375;Mystery,Crime|338;Mystery,Detective|132;Classics|127"
9570411,Tödlicher Irrtum,Agatha Christie,"Christie, Agatha",,,,0,3.8,Weltbild Verlag,Hardcover,180,,1958,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|778;Fiction|228;Mystery,Crime|196;Classics|103"
3305130,Alter schützt vor Scharfsinn nicht,Agatha Christie,"Christie, Agatha",,3596171423,9783596171422,0,3.22,Fischer Taschenbuch Vlg.,Paperback,234,2005,1973,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|627;Fiction|138;Mystery,Crime|118;Classics|53"
527744,"After the Funeral (Hercule Poirot, #31)",Agatha Christie,"Christie, Agatha",,0425173909,9780425173909,0,3.88,Berkley,Paperback,256,2000,1953,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1259;Fiction|336;Mystery,Crime|320;Classics|130;Mystery,Detective|128"
1254486,Mord auf dem Golfplatz,Agatha Christie,"Christie, Agatha",Gabriele Haefs,3596166578,9783596166572,0,3.84,Fischer,Paperback,251,2005,1923,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1896;Fiction|487;Mystery,Crime|455;Classics|289;Mystery,Detective|172"
3305134,Nikotin,Agatha Christie,"Christie, Agatha",Otto Albrecht  van Bebber,3596166551,9783596166558,0,3.83,Fischer Taschenbuch,Paperback,222,2007,1934,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1088;Mystery,Crime|294;Fiction|284;Classics|129"
3305094,Das Eulenhaus,Agatha Christie,"Christie, Agatha",,3596167620,9783596167623,0,3.8,Fischer-Taschenbuch-Verl.,Paperback,221,2004,1946,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1060;Mystery,Crime|264;Fiction|261"
2952135,Das unvollendete Bildnis,Agatha Christie,"Christie, Agatha",,3596175844,9783596175840,0,4,Fischer Taschenbuchverlag,Paperback,224,2007,1942,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1484;Mystery,Crime|421;Fiction|409;Classics|205"
16356,"The Mysterious Mr. Quin (Harley Quin, #1)",Agatha Christie,"Christie, Agatha",,0007154844,9780007154845,0,3.72,Harper Collins,Paperback,396,2003,1930,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|694;Fiction|163;Mystery,Crime|151;Short Stories|133"
121646,"Murder in the Mews (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha","Hugh Fraser, Nigel Hawthorne",1572702842,9781572702844,0,3.77,AudioGO,Audio CD,0,2002,1937,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|771;Fiction|209;Mystery,Crime|195;Short Stories|98"
16332,"Third Girl (Hercule Poirot, #38)",Agatha Christie,"Christie, Agatha",,0007121105,9780007121106,0,3.63,HarperCollins,Paperback,365,2002,1966,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1030;Fiction|252;Mystery,Crime|246;Mystery,Detective|95"
16341,"The Moving Finger (Miss Marple, #4)",Agatha Christie,"Christie, Agatha",,0007120842,9780007120840,0,3.85,Harper Collins,Paperback,299,2012,1942,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1533;Fiction|338;Mystery,Crime|312;Classics|162"
16335,"The Mystery of the Blue Train (Hercule Poirot, #6)",Agatha Christie,"Christie, Agatha",,1579126952,9781579126957,0,3.81,Black Dog & Leventhal Publishers,Hardcover,317,2007,1928,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1586;Mystery,Crime|390;Fiction|386;Classics|191;Mystery,Detective|141"
16425,"The Labours of Hercules (Hercule Poirot, #27)",Agatha Christie,"Christie, Agatha",Hugh Fraser,1572704578,9781572704572,0,3.78,AudioGO,Audio CD,9,2005,1947,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|872;Mystery,Crime|228;Fiction|218;Short Stories|153"
148584,"Elephants Can Remember (Hercule Poirot, #40)",Agatha Christie,"Christie, Agatha",,0425067823,9780425067826,0,3.64,Berkley,Paperback,224,1984,1972,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1270;Fiction|326;Mystery,Crime|309"
388018,"The Clocks (Hercule Poirot, #37)",Agatha Christie,"Christie, Agatha",Robin  Bailey,1572703938,9781572703933,0,3.72,Audio Partners,Audio Cassette,8,2004,1963,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1171;Fiction|303;Mystery,Crime|266;Classics|108"
16316,"The Big Four (Hercule Poirot, #5)",Agatha Christie,"Christie, Agatha",,0007120818,9780007120819,0,3.59,HarperCollinsPublishers,Paperback,272,2002,1927,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1466;Fiction|422;Mystery,Crime|355;Classics|161"
16326,"Death in the Clouds (Hercule Poirot, #12)",Agatha Christie,"Christie, Agatha",,000711933X,9780007119332,0,3.81,HarperCollins,Paperback,333,2001,1935,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1417;Mystery,Crime|422;Fiction|366;Classics|160;Mystery,Detective|142"
16424,"Peril at End House (Hercule Poirot, #8)",Agatha Christie,"Christie, Agatha",,0007119305,9780007119301,0,3.95,HarperCollins,Paperback,287,2001,1932,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1697;Fiction|447;Mystery,Crime|408;Classics|211;Mystery,Detective|144"
16349,"Hercule Poirot's Christmas (Hercule Poirot, #20)",Agatha Christie,"Christie, Agatha",,0007120699,9780007120697,0,3.95,HarperCollins Publishers,Paperback,335,2001,1938,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1575;Fiction|430;Mystery,Crime|407;Holiday,Christmas|340;Classics|203"
81903,"Curtain (Hercule Poirot, #42)",Agatha Christie,"Christie, Agatha",,0425173747,9780425173749,0,4.09,Berkley,Mass Market Paperback,215,2000,1975,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1434;Fiction|436;Mystery,Crime|340;Classics|145"
16363,"Appointment with Death (Hercule Poirot, #19)",Agatha Christie,"Christie, Agatha",,0007119356,9780007119356,0,3.86,HarperCollins,Paperback,303,2001,1937,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1537;Fiction|408;Mystery,Crime|363;Classics|151"
16360,"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,"Christie, Agatha",,0007113803,9780007113804,0,3.9,Harper,Paperback,264,2001,1936,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1550;Fiction|405;Mystery,Crime|382;Classics|159;Mystery,Detective|152"
49596,The Secret Adversary (Tommy and Tuppence #1),Agatha Christie,"Christie, Agatha",,1600963943,9781600963940,0,3.84,Waking Lion Press,Paperback,268,2008,1922,,2017/04/27,,,read,,,,1,,,0,,,,,,,"Mystery|1826;Fiction|481;Classics|308;Mystery,Crime|267"
